Date,Actual_Return,HS_VaR_99,HS_ES_99,Param_VaR_99,Param_ES_99,MC_GARCH_VaR_99,MC_GARCH_ES_99
2023-04-17,-0.0006846005222135,-0.016166414620001356,-0.0222328410980498,-0.016043456604166673,-0.01837313950255127,-0.012752544655315227,-0.01423230508082186
2023-04-18,0.0017264568673368,-0.016166414620001356,-0.0222328410980498,-0.01604705382497902,-0.018375786433785013,-0.012209892897676234,-0.014648284523849728
2023-04-19,-0.0034088710245489,-0.016166414620001356,-0.0222328410980498,-0.016040492910972707,-0.018369255893037104,-0.012226048819756242,-0.01432560593531507
2023-04-20,-0.0012952050142649,-0.016166414620001356,-0.0222328410980498,-0.01605259507001819,-0.01838070775708817,-0.012984128269303775,-0.015079526833440295
2023-04-21,-0.0018616754975551,-0.016166414620001356,-0.0222328410980498,-0.016058299982167495,-0.018386248636988477,-0.011788896771337893,-0.013585471011927355
2023-04-24,0.0036782259916857,-0.016166414620001356,-0.0222328410980498,-0.016060111451426204,-0.01838814843850719,-0.012173483968502197,-0.014139173950563026
2023-04-25,-0.0045972467039316,-0.016166414620001356,-0.0222328410980498,-0.01605913636262952,-0.01838781292944818,-0.011932360487040855,-0.014339039258726916
2023-04-26,-0.0056350158270292,-0.016166414620001356,-0.0222328410980498,-0.016077307154384556,-0.018406885448583196,-0.0121236476233186,-0.013605854312755442
2023-04-27,0.0060169245464154,-0.016166414620001356,-0.0222328410980498,-0.016085162252769552,-0.01841544934545619,-0.012170572746910491,-0.013558566837201353
2023-04-28,0.0079503028970251,-0.016166414620001356,-0.0222328410980498,-0.016088448394327593,-0.018419992073111797,-0.01233603158522047,-0.0142705249916843
2023-05-01,-0.0089850700773834,-0.016166414620001356,-0.0222328410980498,-0.016089329555316126,-0.018423878312317486,-0.012519083481785468,-0.016250314893831993
2023-05-02,-0.0017735119452884,-0.016166414620001356,-0.0222328410980498,-0.01613689517422072,-0.01847503972421498,-0.012481884432099973,-0.014893916969235704
2023-05-03,-0.0013358635669459,-0.016166414620001356,-0.0222328410980498,-0.01614082556290532,-0.018477274681428898,-0.012664046140500183,-0.014058328826747448
2023-05-04,-0.000920990910682,-0.016166414620001356,-0.0222328410980498,-0.016145050660364972,-0.018480242727254324,-0.012945821027913366,-0.014366370176163296
2023-05-05,0.0080065710143802,-0.016166414620001356,-0.0222328410980498,-0.01611787273605521,-0.018450840329079912,-0.012633756770809827,-0.014392508348415467
2023-05-08,-0.0026828777460476,-0.016166414620001356,-0.0222328410980498,-0.016112862182663015,-0.01844846879414455,-0.013990159540529151,-0.016636260216829138
2023-05-09,-0.0018288389257127,-0.016166414620001356,-0.0222328410980498,-0.016035759845854827,-0.018363198298290428,-0.011824935103493117,-0.013526652740076094
2023-05-10,0.0040842432999339,-0.016166414620001356,-0.0222328410980498,-0.01604279052123299,-0.01837023741241007,-0.011928071107044514,-0.014212900146085408
2023-05-11,-0.0026238278354925,-0.016166414620001356,-0.0222328410980498,-0.016026418344931462,-0.018349780054277835,-0.012421194338455663,-0.014802278486418666
2023-05-12,-0.0045796704189867,-0.016166414620001356,-0.0222328410980498,-0.016035332928812176,-0.018358968076365605,-0.012025961815944487,-0.013821006379356956
2023-05-15,0.0025440277011519,-0.016166414620001356,-0.0222328410980498,-0.016049404714929376,-0.018374008769153207,-0.011947979733874422,-0.014033234355686042
2023-05-16,-0.0082703054080069,-0.016166414620001356,-0.0222328410980498,-0.016028855493765072,-0.018352641664068768,-0.012810954275426997,-0.013796669410813252
2023-05-17,0.004404055921743,-0.016166414620001356,-0.0222328410980498,-0.01606779174070619,-0.01839312823645001,-0.011599492373277858,-0.013112577611527305
2023-05-18,-0.0027266035899551,-0.016166414620001356,-0.0222328410980498,-0.01606750313157499,-0.01839378017045839,-0.011009558538617084,-0.012397850717409726
2023-05-19,-3.4849638867808094e-05,-0.016166414620001356,-0.0222328410980498,-0.016074319992605928,-0.01839900742664412,-0.011424369553454257,-0.013334292603675812
2023-05-22,0.0005624588438335,-0.016166414620001356,-0.0222328410980498,-0.016077074987576195,-0.018401408580357766,-0.010877535973205319,-0.01226241147914189
2023-05-23,-0.0044269173213552,-0.016166414620001356,-0.0222328410980498,-0.016077743862008952,-0.018402032612110646,-0.011425604189500376,-0.013019096913456147
2023-05-24,-0.0071780104962175,-0.016166414620001356,-0.0222328410980498,-0.01609459026459941,-0.018419717479033752,-0.01055779709463136,-0.012821027091479812
2023-05-25,-0.0026676392809083,-0.016166414620001356,-0.0222328410980498,-0.016127858323040135,-0.01845529929691367,-0.011103336813522718,-0.012446004127528876
2023-05-26,0.00919351983582,-0.016166414620001356,-0.0222328410980498,-0.016135445169983696,-0.018461608785537653,-0.011415015105496544,-0.01335160244144069
2023-05-30,-0.0003726463864732,-0.016166414620001356,-0.0222328410980498,-0.01614929145023307,-0.018479197312432742,-0.011992349449936199,-0.013583703899792906
2023-05-31,-0.0019796417060503,-0.016166414620001356,-0.0222328410980498,-0.016124909239864947,-0.018452976565561642,-0.011397508524582685,-0.013768376795661535
2023-06-01,0.0089619590874155,-0.016166414620001356,-0.0222328410980498,-0.016121166081685165,-0.018445604576954624,-0.011159662203938834,-0.013171854390535392
2023-06-02,0.0052278534300551,-0.016166414620001356,-0.0222328410980498,-0.016132368518019934,-0.01846089468363309,-0.011175714217108956,-0.012280317627668373
2023-06-05,-0.0014486488429563,-0.016166414620001356,-0.0222328410980498,-0.016134285533834704,-0.018463933368200174,-0.010149936247321868,-0.012075755225250276
2023-06-06,0.0037602584832797,-0.016166414620001356,-0.0222328410980498,-0.01613858674320788,-0.018468299706565692,-0.01134775053570745,-0.013145699532054361
2023-06-07,-0.0043414052330519,-0.016166414620001356,-0.0222328410980498,-0.01613760492613925,-0.018466884932657825,-0.01083249446554477,-0.011798804754752366
2023-06-08,0.0066279234315739,-0.016166414620001356,-0.0222328410980498,-0.016148222790012188,-0.018478261433349297,-0.011014808192119847,-0.012756768710254097
2023-06-09,-0.001554944730145,-0.016166414620001356,-0.0222328410980498,-0.01614511970453407,-0.0184772391957085,-0.010810230821423782,-0.013280936421417042
2023-06-12,0.0006838532357265,-0.016166414620001356,-0.0222328410980498,-0.01614291012126861,-0.01847490913157568,-0.010383932474778595,-0.011562107926795597
2023-06-13,0.0020928706532506,-0.016166414620001356,-0.0222328410980498,-0.01611297620596725,-0.018442799369899558,-0.010423720450084339,-0.012251942721520212
2023-06-14,0.0026495952558963,-0.016166414620001356,-0.0222328410980498,-0.016095753076333083,-0.01842493821855237,-0.010302009241424976,-0.011578688685414184
2023-06-15,0.0104292382673326,-0.016166414620001356,-0.0222328410980498,-0.01608903795606673,-0.018418484985006194,-0.011143114812646569,-0.012550720400385166
2023-06-16,-0.000826828489666,-0.016166414620001356,-0.0222328410980498,-0.016105855756054582,-0.018439151128991648,-0.01078398267947648,-0.01319280358240681
2023-06-20,-0.0051663698180596,-0.016166414620001356,-0.0222328410980498,-0.01610740994759738,-0.018440732079366078,-0.011400378357376825,-0.012939661849429416
2023-06-21,-0.0003728591049384,-0.016166414620001356,-0.0222328410980498,-0.016124824347807074,-0.01845939441006678,-0.011229030435252849,-0.01310506467204838
2023-06-22,-0.0072176650502092,-0.016166414620001356,-0.0222328410980498,-0.016128345719933743,-0.018462514957356214,-0.0115514548153845,-0.013012731141321735
2023-06-23,-0.0040906209474052,-0.016166414620001356,-0.0222328410980498,-0.016161543136887863,-0.01849812894592842,-0.011939567268867147,-0.013478105176915828
2023-06-26,0.0021821114442615,-0.016166414620001356,-0.0222328410980498,-0.016177640097664463,-0.01851471163904334,-0.011787290712281519,-0.014018304974024112
2023-06-27,0.0019363461385649,-0.016166414620001356,-0.0222328410980498,-0.01617363764958312,-0.018510958006048583,-0.01289113890636348,-0.014330926729278043
2023-06-28,0.0012498927371796,-0.016166414620001356,-0.0222328410980498,-0.016173546887908445,-0.018510894576011006,-0.012500618202136162,-0.013978303312726828
2023-06-29,-0.0030432782282913,-0.016166414620001356,-0.0222328410980498,-0.016174170283805214,-0.018511383915798506,-0.011731973713244586,-0.01370075168194167
2023-06-30,0.0085578336537209,-0.016166414620001356,-0.0222328410980498,-0.016185477051107764,-0.01852234352499912,-0.011893502452391964,-0.01361454652544353
2023-07-03,0.001026164602866,-0.016166414620001356,-0.0222328410980498,-0.01618880853179902,-0.01852922539782155,-0.012277866601558536,-0.013260513159165991
